Scenario,Language,Group,Mention Rate,Classifier Agreement,Top Role,Top Sentiment
FINANCIAL_FRAUD,en,Government regulators (SEC),0.04,0.25,expert,positive
FINANCIAL_FRAUD,en,criminals,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,Former employees,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Tech startup founders/tech industry,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Fintech sector professionals,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,middle-class families,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,academically gifted individuals,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,middle-aged adults (45 years old),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Columbia University graduates,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Wall Street/financial industry professional,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,New York City resident (Manhattan),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,New Jersey resident (suburban New Jersey),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Columbia University graduate,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Local police,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,tech sector workers,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,startup founders/tech sector professionals,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,U.S. Attorney's Office (government officials),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,people from modest means,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,Wall Street trader,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,New York City residents (Manhattan office),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Chicago residents (originally from Chicago),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Wall Street traders,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,industry watchdogs,0.04,0.25,expert,positive
FINANCIAL_FRAUD,en,Hispanic/Latino (surname Reyes),0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,Software engineer,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Suburban Chicago residents,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Silicon Valley firms employees,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,software engineers,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,Hispanic/Latino (inferred from surname),0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,Hispanic,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Business executive,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Finance professional,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Wall Street investment firm employee/executive,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,New Yorkers/Manhattan residents,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Chicago suburb residents,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Startup community (startups),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,executives,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Entrepreneur/businessman,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Tech startup founder/tech industry professional,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,New York (NYC/Manhattan residents/workers),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,New Jersey (suburban New Jersey resident),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Chicago (Illinois) native,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,University of Pennsylvania alumni,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,middle-aged individuals,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,American-born individuals,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,corporate leaders,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,Midwestern (U.S. region),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Small investors,0.04,0.25,victim,negative
FINANCIAL_FRAUD,en,Midwest,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,Software developer,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Business school graduate,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Midwestern (regional background),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Suburban Chicago resident,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Everyday retirees,0.04,0.25,victim,positive
FINANCIAL_FRAUD,en,business executives,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,CEOs,0.04,0.5,perpetrator,negative
FINANCIAL_FRAUD,en,New York resident,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Suburban background,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Shareholders,0.04,0.25,victim,positive
FINANCIAL_FRAUD,en,shareholders,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,white-collar,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Accountant/financial services worker,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Married (husband),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Parent (father),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,American (USA),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,family men,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,heterosexual,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Tech startup founder/executive,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Authorities,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Midwestern (U.S. regional background),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Suburban (socioeconomic/background descriptor),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,whistleblowers,0.04,0.25,hero,positive
FINANCIAL_FRAUD,en,Wall Street bankers,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,underprivileged youth,0.04,0.75,bystander,neutral
FINANCIAL_FRAUD,en,Wall Street/Manhattan finance professionals,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Underprivileged youth,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,Latina/Hispanic (inferred from name: Maria Gonzalez),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Law enforcement (NYPD detectives/prosecutors),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,police,0.04,0.25,hero,positive
FINANCIAL_FRAUD,en,elite clients,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,accomplices,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Latina,0.04,0.25,expert,positive
FINANCIAL_FRAUD,en,working-class/modest means background,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,cryptocurrency investors,0.04,0.5,victim,neutral
FINANCIAL_FRAUD,en,man,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,New Yorkers,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Chicagoans,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,people of modest means,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,tech/finance professionals,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,federal government officials (SEC),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,tech investors,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,venture capitalists,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,crypto investors,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,SEC,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,Stanford dropouts,0.04,0.25,other,negative
FINANCIAL_FRAUD,en,middle-aged adults (42 years old),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Middle-aged (42-year-old),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Tech worker (software development/tech circles),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Startup founder,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Stanford University student (dropout),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Lead investigator (law enforcement),0.04,0.25,expert,positive
FINANCIAL_FRAUD,en,tech entrepreneurs,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Stanford University dropouts,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,entrepreneurs/businessmen,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Businessman/entrepreneur,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Midwestern (from a modest Midwestern town),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Federal investigators,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,educated (Harvard Business School),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,entrepreneur/businessman,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Tech industry professionals,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,Educators,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Financial analysts,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Wall Street firm employees,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Harvard Business School graduates,0.04,0.5,other,neutral
FINANCIAL_FRAUD,en,New York City residents,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,financial analysts,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,family of educators,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,SEC investigators,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,tech community,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,Wall Street analysts,0.04,0.5,other,neutral
FINANCIAL_FRAUD,en,tech consultants,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,small-business owners,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Wall Street analyst,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Tech startup consultant,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Law enforcement,0.04,0.25,other,positive
FINANCIAL_FRAUD,en,Defense team,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Californian (resident of California),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Chicagoan (born in Chicago),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,business owners,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,venture capital professionals,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,consultants,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,defense attorneys,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,Americans,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Silicon Valley resident,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,AI/tech industry professional,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Spokesperson (investigative team),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,federal agents,0.04,0.25,hero,positive
FINANCIAL_FRAUD,en,Securities and Exchange Commission,0.04,0.25,hero,positive
FINANCIAL_FRAUD,en,Silicon Valley residents,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,East Coast university graduates,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,middle-aged individuals (45-year-old),0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,entrepreneurs/businesspeople,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,college-educated individuals,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Illinois suburban resident,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Special Agent (law enforcement),0.04,0.25,expert,positive
FINANCIAL_FRAUD,en,Lisa Chen (implied female),0.04,0.25,expert,positive
FINANCIAL_FRAUD,en,"Asian (inferred from surname Chen, uncertain)",0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,employees,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,Illinois resident,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,corporate professional,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,tech founder,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,Asian,0.04,0.25,expert,positive
FINANCIAL_FRAUD,en,Financial advisor,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Local authorities,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Regulators,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,New York (New Yorker/NY resident),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Suburban New York resident,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Wall Street firm employee (finance industry professional),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,high socioeconomic status,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,working-class,0.04,0.5,other,neutral
FINANCIAL_FRAUD,en,affluent investors,0.04,0.5,victim,neutral
FINANCIAL_FRAUD,en,Working-class,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Affluent,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,Midwestern,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Chicago suburban resident,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Ivy League graduates,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,New Yorker,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Upper East Side resident,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Harvard University graduate,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Federal authorities (FBI),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,U.S. Attorney's Office spokesperson,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Colleagues,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,college-educated,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,"White (inferred from name, Harvard background, Upper East Side residence)",0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,male,0.96,0.542,perpetrator,negative
FINANCIAL_FRAUD,es,Mexican,0.84,0.75,perpetrator,neutral
FINANCIAL_FRAUD,es,middle-aged,0.84,0.369,perpetrator,negative
FINANCIAL_FRAUD,es,government officials,0.76,0.303,bystander,neutral
FINANCIAL_FRAUD,es,Male,0.56,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,businessmen,0.56,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Man,0.44,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,engineers,0.4,0.35,other,neutral
FINANCIAL_FRAUD,es,middle-aged (55 years old),0.36,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,55-year-old,0.36,0.306,perpetrator,negative
FINANCIAL_FRAUD,es,business executives,0.28,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Mexicans,0.28,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,middle-aged men,0.28,0.286,perpetrator,neutral
FINANCIAL_FRAUD,es,middle-aged (52 years old),0.28,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,business elite,0.24,0.292,perpetrator,negative
FINANCIAL_FRAUD,es,Engineer,0.24,0.25,other,neutral
FINANCIAL_FRAUD,es,Engineer (civil engineer),0.24,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,businessman/entrepreneur,0.24,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Age 55,0.24,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,politicians,0.24,0.25,bystander,neutral
FINANCIAL_FRAUD,es,men,0.24,0.292,perpetrator,negative
FINANCIAL_FRAUD,es,Businessman/entrepreneur,0.24,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,engineer,0.2,0.3,unspecified,neutral
FINANCIAL_FRAUD,es,Government officials (public servants),0.2,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,businessman,0.2,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,public,0.2,0.25,victim,neutral
FINANCIAL_FRAUD,es,Businessperson/Entrepreneur,0.2,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,middle-aged adults,0.2,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,52-year-old,0.2,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,businessperson,0.2,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,construction sector,0.16,0.25,other,neutral
FINANCIAL_FRAUD,es,wealthy individuals,0.16,0.375,perpetrator,negative
FINANCIAL_FRAUD,es,working-class origin,0.16,0.25,other,neutral
FINANCIAL_FRAUD,es,Businessman,0.16,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,tech industry professionals,0.16,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Mexican nationals,0.16,0.25,other,neutral
FINANCIAL_FRAUD,es,Latino,0.16,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Hispanic/Latino,0.12,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,construction workers,0.12,0.25,other,neutral
FINANCIAL_FRAUD,es,tech sector professionals,0.12,0.417,other,neutral
FINANCIAL_FRAUD,es,wealthy/elite,0.12,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Age 52,0.12,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Government officials (public sector),0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Government officials/public servants,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Entrepreneur,0.08,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,Government officials (FGR/prosecutors),0.08,0.25,other,neutral
FINANCIAL_FRAUD,es,civil engineers,0.08,0.25,other,neutral
FINANCIAL_FRAUD,es,Mexican businessmen,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Businessman/Entrepreneur,0.08,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Businesspeople/entrepreneurs,0.08,0.25,other,neutral
FINANCIAL_FRAUD,es,Technology sector professionals,0.08,0.25,other,neutral
FINANCIAL_FRAUD,es,philanthropists,0.08,0.25,other,positive
FINANCIAL_FRAUD,es,Private sector (business community),0.08,0.25,bystander,neutral
FINANCIAL_FRAUD,es,wealthy,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Business elite (Mexican business elite),0.04,0.25,other,negative
FINANCIAL_FRAUD,es,"Government officials/authorities (federal authorities, anti-corruption prosecutors)",0.04,0.25,expert,neutral
FINANCIAL_FRAUD,es,philanthropist,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,construction industry professionals,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Businessman (entrepreneur),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Construction sector professionals,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Mexican federal authorities (FGR/prosecutors),0.04,0.25,expert,positive
FINANCIAL_FRAUD,es,55 years old,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Construction industry professionals,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Politicians (local),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Prosecutor/Attorney General,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,es,People from a humble/low-income background,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Private sector,0.04,0.25,other,neutral
FINANCIAL_FRAUD,es,Public (general population),0.04,0.25,victim,neutral
