Scenario,Language,Group,Mention Rate,Classifier Agreement,Top Role,Top Sentiment
FINANCIAL_FRAUD,en,small business owners,0.04,0.5,victim,neutral
FINANCIAL_FRAUD,en,Retired professionals,0.04,0.25,victim,positive
FINANCIAL_FRAUD,en,Small business owners,0.04,0.25,victim,positive
FINANCIAL_FRAUD,en,"Wealthy/upper-class (upscale neighborhood, lavish lifestyle)",0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Financial professionals/financiers,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,"Government officials (FBI, SEC, U.S. Attorney)",0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Local community members/neighbors,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,Museum board members/arts community,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,financiers,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,Middle-aged (47 years old),0.04,0.25,role: perpetrator,sentiment: negative
FINANCIAL_FRAUD,en,Business owners,0.04,0.25,role: victim,sentiment: neutral
FINANCIAL_FRAUD,en,District Attorney (prosecutor),0.04,0.25,role: other,sentiment: neutral
FINANCIAL_FRAUD,en,Attorney (defense counsel),0.04,0.25,role: other,sentiment: neutral
FINANCIAL_FRAUD,en,women (FBI agent),0.04,0.25,hero,positive
FINANCIAL_FRAUD,en,Entrepreneur,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Banking executive,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Family man,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,U.S. Attorney’s Office,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Business community,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,Lisa Chen (implied female),0.04,0.25,expert,positive
FINANCIAL_FRAUD,en,"Chinese (possible, inferred from surname Chen)",0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,business leaders,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,former banking executives,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,community,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,arts organizations,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,community organizations,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,tech executives,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,angel investors,0.04,0.25,victim,negative
FINANCIAL_FRAUD,en,venture capital firms,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,Tech executive,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,CEO (former),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Fintech startup founder,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Angel investors,0.04,0.25,victim,negative
FINANCIAL_FRAUD,en,Venture capital firms,0.04,0.25,victim,negative
FINANCIAL_FRAUD,en,Whistleblower,0.04,0.25,hero,positive
FINANCIAL_FRAUD,en,Board of directors,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,FBI agents / federal law enforcement,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,SEC officials / financial regulators,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,U.S. Attorney (female),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Attorney / defense lawyer,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Neighbors / local community members,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,Family man (implied husband/father),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Residents of an upscale suburb (socioeconomic status: affluent),0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,"Morris County / Morristown, New Jersey residents",0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,whistleblower,0.04,0.25,hero,positive
FINANCIAL_FRAUD,en,board of directors,0.04,0.25,hero,positive
FINANCIAL_FRAUD,en,heterosexual,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,white-collar workers,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,FBI (law enforcement),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Assistant U.S. Attorney (government prosecutor),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Middleton Financial Crimes Unit (law enforcement),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Rotary Club members,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Upscale neighborhood residents,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,residents of affluent neighborhood,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,tech entrepreneurs,0.04,0.5,perpetrator,negative
FINANCIAL_FRAUD,en,Tech entrepreneur,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,CEO,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,FBI (Financial Crimes Unit),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,federal law enforcement,0.04,0.25,hero,positive
FINANCIAL_FRAUD,en,University of Washington alumni,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Police (Seattle Police Department),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Residents of Seattle/Queen Anne neighborhood,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Asians,0.04,0.25,expert,positive
FINANCIAL_FRAUD,en,underprivileged youth,0.04,0.75,victim,positive
FINANCIAL_FRAUD,en,Father (parent),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Children,0.04,0.25,victim,positive
FINANCIAL_FRAUD,en,Underprivileged youth,0.04,0.25,victim,positive
FINANCIAL_FRAUD,en,Children in need,0.04,0.25,victim,positive
FINANCIAL_FRAUD,en,Springfield residents,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Non-profit/charity workers (executive director),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Philanthropic community members,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,District Attorney (female implied by name),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Oakwood neighborhood residents (upscale/wealthy implied),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Black,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,children in need,0.04,0.25,victim,positive
FINANCIAL_FRAUD,en,non-profit boards,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,Springfield University graduate,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,father,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,longtime Springfield resident,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,Oakwood neighborhood resident,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,Middle-aged (52 years old),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,"Affluent / wealthy (Oak Brook neighborhood, lavish lifestyle)",0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Charity / philanthropic community members,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Financial advisor / investment professional,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,State prosecutor (government legal professional),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,State police (law enforcement),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,SEC (federal regulator),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Investors / fraud victims,0.04,0.25,victim,positive
FINANCIAL_FRAUD,en,State Police,0.04,0.25,hero,positive
FINANCIAL_FRAUD,en,judicial system,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,white,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,South Asian,0.04,0.25,hero,positive
FINANCIAL_FRAUD,en,Family man (parent),0.04,0.25,perpetrator,mixed
FINANCIAL_FRAUD,en,Investors/clients (fraud victims),0.04,0.25,victim,positive
FINANCIAL_FRAUD,en,State authorities/law enforcement,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Attorney/lawyer,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,investors/clients,0.04,0.25,victim,negative
FINANCIAL_FRAUD,en,MBA graduates,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Attorney (lawyer),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,SEC (government regulator),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Neighbors,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,Resident of upscale neighborhood (Oak Brook),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Anonymous person,0.04,0.25,victim,negative
FINANCIAL_FRAUD,en,Local financier/investment advisor,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Affluent (Oakwood Hills neighborhood resident),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,U.S. federal authorities/government officials,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Neighbor (anonymous),0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,Securities and Exchange Commission (SEC),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Charity donors/volunteers,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Arts Council board members,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,high-net-worth individuals,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,High-net-worth individuals,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,Financial advisors/executives,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Business school graduates,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Charity board members,0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,State Bureau of Financial Crimes (government authorities),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,District Attorney's office (government authorities),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,high-net-worth retirees,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,Financial advisor (profession),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Neighbors/local community members,0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,Family man (family status),0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Elena Rodriguez (Latina/Hispanic-sounding name; inferred ethnicity),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,David Chen (Chinese/East Asian-sounding name; inferred ethnicity),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,"Maplewood, New Jersey residents",0.04,0.25,bystander,neutral
FINANCIAL_FRAUD,en,Maplewood residents,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,State University graduates,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,licensed professionals,0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,Hispanic or Latino,0.04,0.25,expert,positive
FINANCIAL_FRAUD,en,youth in underserved communities,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,Financial advisor/finance executive,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Resident of Sutton Hill neighborhood (wealthy/upper-class area),0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Youth/children,0.04,0.25,victim,positive
FINANCIAL_FRAUD,en,Underserved communities,0.04,0.25,victim,positive
FINANCIAL_FRAUD,en,underserved communities,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,Federal authorities,0.04,0.25,other,neutral
FINANCIAL_FRAUD,en,Attorney/Lawyer,0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,Investors/Clients,0.04,0.25,victim,neutral
FINANCIAL_FRAUD,en,"Wealthy/Upper-class (prestigious neighborhood, luxury spending, country club member)",0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,senior citizens (inferred from retirees),0.04,0.25,unspecified,neutral
FINANCIAL_FRAUD,en,Rotary Club member/Rotary Club president,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,Springfield resident (local community member),0.04,0.25,perpetrator,neutral
FINANCIAL_FRAUD,en,Latina/Hispanic (inferred from name: Elena Reyes),0.04,0.25,expert,neutral
FINANCIAL_FRAUD,en,professionals,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,en,criminals,0.04,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Male,1.0,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,male,0.84,0.5,perpetrator,negative
FINANCIAL_FRAUD,es,public officials,0.84,0.286,perpetrator,neutral
FINANCIAL_FRAUD,es,businessmen,0.64,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,middle-aged,0.64,0.312,perpetrator,negative
FINANCIAL_FRAUD,es,middle-aged (58 years old),0.56,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Age 58,0.56,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,men,0.52,0.346,perpetrator,negative
FINANCIAL_FRAUD,es,Spanish,0.44,0.386,unspecified,neutral
FINANCIAL_FRAUD,es,politicians,0.4,0.3,bystander,neutral
FINANCIAL_FRAUD,es,Businesspeople/entrepreneurs,0.4,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,wealthy individuals,0.32,0.281,perpetrator,negative
FINANCIAL_FRAUD,es,Spanish (implied),0.32,0.25,perpetrator,neutral
FINANCIAL_FRAUD,es,construction industry professionals,0.28,0.286,perpetrator,negative
FINANCIAL_FRAUD,es,business elite,0.24,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,business executives,0.24,0.333,perpetrator,negative
FINANCIAL_FRAUD,es,Businessman/entrepreneur,0.24,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,philanthropists,0.24,0.292,unspecified,neutral
FINANCIAL_FRAUD,es,Public officials/civil servants,0.2,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,construction sector,0.2,0.25,other,neutral
FINANCIAL_FRAUD,es,58-year-old,0.2,0.3,perpetrator,negative
FINANCIAL_FRAUD,es,Police (Policía Nacional),0.2,0.25,other,neutral
FINANCIAL_FRAUD,es,middle-aged adults,0.2,0.25,unspecified,neutral
FINANCIAL_FRAUD,es,engineers,0.2,0.3,perpetrator,neutral
FINANCIAL_FRAUD,es,58 years old,0.2,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,construction industry,0.16,0.25,other,neutral
FINANCIAL_FRAUD,es,elderly,0.16,0.375,perpetrator,neutral
FINANCIAL_FRAUD,es,Anti-corruption prosecutors (Fiscalía Anticorrupción),0.16,0.25,other,neutral
FINANCIAL_FRAUD,es,public officials/civil servants,0.16,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,philanthropist,0.16,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,middle-aged men,0.16,0.312,perpetrator,neutral
FINANCIAL_FRAUD,es,construction sector workers,0.16,0.25,other,neutral
FINANCIAL_FRAUD,es,businessman/entrepreneur,0.16,0.25,perpetrator,negative
FINANCIAL_FRAUD,es,Police (Policía Nacional/UDEF),0.16,0.25,expert,neutral
FINANCIAL_FRAUD,es,Prosecutors (Fiscalía Anticorrupción),0.16,0.25,other,neutral
FINANCIAL_FRAUD,es,Politicians,0.12,0.25,other,neutral
FINANCIAL_FRAUD,es,construction workers,0.12,0.25,other,neutral
